老矫,瘤痢,瘤痢疙,碍荐樊(mm),浅加(m/s),嚼档(%),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),弥历款绊(100m ),瘤搁柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C),弥历扁柯(∑C),乞闭扁柯(∑C),弥绊扁柯(∑C),背贰怕剧堡,辆钦版扁厘 怕剧堡,青盔怕剧堡,全焊包林瞒厘 怕剧堡,荐魂怕剧堡,怕剧堡傈眉
2023-11-02,184,力林,,2.92,71.31,0.81,1.32,,0.26,0.22,8.67,21.57,20.27,20.3,19.86,15,20.56,26.3,2348,1616.064,570.888,345.56,5473.582,10354.094
2023-11-03,184,力林,0,2.67,73.45,0.72,1.22,,1.96,1.18,20.75,23.17,20.68,20.63,20.03,16.7,21.85,26.9,1768.4,1424.48,401.184,226.52,4968.818,8789.402
2023-11-04,184,力林,0,1.95,81.59,0.52,1.09,,7.11,3.35,20.49,24.09,21.66,21.42,20.5,16.8,21.97,25.7,1140.6,1180.064,183.312,141,2298.196,4943.172
2023-11-05,184,力林,1.49,4.55,80.5,0.09,0.51,,8.95,4.72,15.09,22.47,22.15,22.03,21.09,21.2,23,25.3,335.2,361.664,63.288,67.6,992.897,1820.649
2023-11-06,184,力林,4.18,8.04,71.53,0.04,0.3,,8.85,4.02,11.88,18.2,21.4,21.67,21.13,14.1,19.27,25.8,361.4,260.288,33.336,49.36,1075.337,1779.721
2023-11-07,184,力林,,4.86,58.55,0.5,0.87,,5.41,4.62,12.26,14.23,18.92,19.5,19.91,9.2,14.65,18.3,1410.6,777.6,255.24,169.72,5248.68,7861.84
2023-11-08,184,力林,,2.11,71.97,0.64,1.16,,4.45,3.03,21.72,15.66,18.47,18.79,18.98,9.6,15,20.8,1967.4,1621.216,556.632,320.16,4559.51,9024.918
2023-11-09,184,力林,0.43,1.76,72.94,0.18,0.5,,7.93,4.8,21.3,17.76,18.91,19.08,18.92,13.8,18.55,23,946,606.144,243.792,157.04,2753.061,4706.037
2023-11-10,184,力林,1.21,5.19,69.97,0.22,0.74,,8.68,4.8,21.92,14.3,18.6,19.04,18.99,9.5,14.18,20.2,899,684.96,138.744,125.6,2422.577,4270.881
2023-11-11,184,力林,,4.65,57.98,0.59,1.09,,6.25,3.6,20.85,11.31,16.3,17.03,17.8,7.3,11.36,16.3,1888.2,1217.952,523.944,300.88,4957.97,8888.946
2023-11-12,184,力林,0,5.06,59.39,0.23,0.42,,8.33,7.17,12.22,10.51,15.39,16.12,16.93,7.7,10.43,14.3,575.4,273.408,187.344,136.52,2694.487,3867.159
2023-11-13,184,力林,0.41,5.1,62.56,0.42,0.58,,6.99,5.35,11.12,9.49,14.16,14.95,15.98,5.7,9.07,12.7,1048,462.336,276.768,181.44,3646.886,5615.43
2023-11-14,184,力林,,3.28,58.89,0.2,0.41,,7.67,6.11,15.71,10.59,13.8,14.42,15.29,5.6,11.09,15.6,1003.4,189.632,35.064,53.6,3275.181,4556.877
2023-11-15,184,力林,,2.28,57.46,0.77,1.22,,4.47,2.97,19.48,12.7,14.59,14.84,15.09,8.5,12.63,17.3,1421.2,1424.32,552.6,277.92,4067.764,7743.804
2023-11-16,184,力林,3.61,4.45,70.79,0.02,0.16,,8.46,4.85,19.83,10.55,14.11,14.62,15.08,8.4,11.9,17.9,252.6,202.848,24.48,37.84,425.939,943.707
2023-11-17,184,力林,1.32,8.38,70.19,0.28,0.47,,7.94,5.53,10.79,9.3,12.95,13.73,14.41,6.3,9.65,13.5,1118.6,431.84,231.768,135.96,2912.88,4831.048
2023-11-18,184,力林,1.16,8.01,64.46,0.21,0.28,,7.39,6.79,10.14,7.4,11.43,12.26,13.47,4.7,8.14,10.6,847.8,228.992,140.4,121.72,1493.321,2832.233
2023-11-19,184,力林,,4.9,60.59,0.72,1.07,,2.99,2.28,11.2,10.55,12.48,12.7,13.16,4.8,12.48,17.8,2328.2,1221.728,537.264,287.44,5419.345,9793.977
2023-11-20,184,力林,,3.24,62.65,0.86,1.31,,1.15,0.81,9.17,11.1,13.78,13.92,13.76,7.8,12.59,17.2,2357.6,1607.232,572.04,334.16,5598.687,10469.719
2023-11-21,184,力林,,1.85,69.29,0.66,1.08,,2.11,1.95,12.02,11.9,13.42,13.68,13.75,7.8,13.1,19.3,1841,1258.272,504.648,284,3944.825,7832.745
2023-11-22,184,力林,,2.31,70.45,0.72,1.1,,3.08,2.2,16.5,14.04,14.1,14.17,13.9,9.8,15.5,21.5,2063.4,1496.864,493.416,233.32,4829.249,9116.249
2023-11-23,184,力林,,5.65,71.23,0.63,0.89,,5.06,2.79,19.82,16.34,15.45,15.28,14.52,11.5,17.79,22.8,1624.2,1027.072,357.12,193.84,3352.561,6554.793
2023-11-24,184,力林,,6.63,56.03,0.22,0.36,,6.14,5.64,11.68,8.88,14.12,14.67,14.73,4.9,8.92,12.1,442.2,253.152,79.344,85.32,1412.327,2272.343
2023-11-25,184,力林,,3.81,60.06,0.47,0.84,,6.06,5.51,11.28,8.05,12.23,12.83,13.54,4.3,6.57,11.5,2005.4,1015.744,544.896,215.08,5330.397,9111.517
2023-11-26,184,力林,,2.03,66.29,0.78,1.18,,3.11,1.56,24.81,10.05,11.85,12.21,12.76,3.7,9.16,14.5,1651.2,1372.128,494.928,318.88,3699.676,7536.812
2023-11-27,184,力林,0.36,4.66,70.53,0.32,0.51,,6.43,4.86,11.8,12.33,12.4,12.6,12.75,8.4,13.39,19.3,1224.6,377.344,183.6,132.44,2871.659,4789.643
2023-11-28,184,力林,0.02,4.6,61.41,0.46,0.61,,4.28,3.22,12.57,10.09,12.77,13.04,13,4.5,10.7,14.2,572,440.096,89.064,100.52,2217.202,3418.882
2023-11-29,184,力林,,3.18,60.96,0.34,0.71,,7.25,5.5,15.6,10.75,12.31,12.52,12.68,6,11.01,14.5,946.6,803.04,135.072,229.56,2562.872,4677.144
2023-11-30,184,力林,0.05,5.59,65.14,0.08,0.22,,8.99,7.04,9.74,7.32,11.72,12.26,12.65,4.7,6.9,11.8,105,121.792,43.272,60.08,505.487,835.631
2023-12-01,184,力林,0.39,5.5,69.97,0,0.14,,8.46,6.91,9.36,6.11,10.36,10.97,11.83,3.6,6.37,8.4,190.2,127.2,31.536,45.72,603.836,998.492
2023-12-02,184,力林,0,3.3,58.2,0.1,0.32,,7.89,7.49,13.43,7.97,10.14,10.57,11.25,4.8,8.45,11.7,875.8,248,58.248,64.64,1718.946,2965.634
2023-12-03,184,力林,,3.52,56.91,0.47,0.72,,5.01,4.1,12.94,9.13,10.9,11.12,11.31,6.6,10.02,13.9,1367.6,633.216,229.824,144.4,3236.13,5611.17
2023-12-04,184,力林,,2.35,72.07,0.54,0.98,,4.06,2.77,27.33,8.78,10.65,10.98,11.29,4.7,8.96,13.9,1666.4,1241.76,444.168,241.72,3957.12,7551.168
2023-12-05,184,力林,,2.43,63.72,0.8,1.1,,3.32,1.86,26.75,10.98,11.39,11.53,11.43,7.4,11.64,18.3,1928.2,1417.568,494.712,274.96,4760.548,8875.988
2023-12-06,184,力林,0.13,4.9,64.77,0.33,0.64,,5.5,2.07,24.65,10.97,11.8,11.88,11.69,6.5,13.27,19.1,1198.4,940.64,255.888,152.48,2847.072,5394.48
2023-12-07,184,力林,,4.51,50.85,0.8,1.1,,0.96,0.77,11.9,11.13,12.32,12.44,12.1,5.7,11.92,16.9,2032,1409.792,496.728,271.68,4903.732,9113.932
2023-12-08,184,力林,,4.47,62.27,0.62,1.07,,1.56,1.49,9.5,13.32,12.08,12.15,11.99,8.2,15.45,20.9,1954,1373.536,465.768,248.24,4132.124,8173.668
2023-12-09,184,力林,,3.08,73.5,0.44,0.78,,5.11,2.48,15.43,15.76,13.07,12.96,12.36,11.4,17.27,22,1296.8,909.056,241.056,152.16,2727.751,5326.823
2023-12-10,184,力林,3.22,2.9,77.01,0.36,0.67,,5.62,2.93,13.49,16.39,14.1,13.86,12.97,13,17.23,23,1322,880.512,307.368,179.64,2778.373,5467.893
2023-12-11,184,力林,3.64,5.89,89.33,0,0.21,,8.6,6.39,6.54,15.97,15.63,15.31,14.01,13.9,16.71,20.8,222.8,287.392,16.704,31.68,218.395,776.971
2023-12-12,184,力林,0.03,5.29,81.27,0.09,0.15,,8.62,6.42,7.12,12.37,14.71,14.93,14.33,9.7,12.15,16.1,341,140.096,26.928,47.32,1511.4,2066.744
2023-12-13,184,力林,0.33,2.98,73.22,0.27,0.71,,6.96,5.1,10.94,13.19,14.23,14.27,13.84,10.4,14.11,18.8,708.8,884.992,124.632,97.76,1732.686,3548.87
2023-12-14,184,力林,2.51,3.72,85.04,0,0.1,,9.05,5.6,9.1,15.23,14.78,14.72,14.07,14.3,16.88,19.4,100.8,135.36,0.216,6.8,161.263,404.439
2023-12-15,184,力林,0.5,6.19,85.58,0.07,0.1,,8.66,7.51,7.22,15.7,15.54,15.44,14.56,10.5,16.28,20.6,252,147.872,138.816,89.56,1083.289,1711.537
2023-12-16,184,力林,0.24,9.34,72.99,0.06,0.17,0.2,9.39,7.49,7.24,6.73,12.58,13.41,13.96,1.2,5.91,11.8,186.6,152.576,24.912,26.64,1319.764,1710.492
2023-12-17,184,力林,0.77,6.01,72.72,0.13,0.19,1.06,8.7,7.31,7.93,3.08,9.05,10.19,11.9,0.2,2.26,6.3,0.2,185.12,30.168,3.8,352.177,571.465
2023-12-18,184,力林,0.23,3.09,69.24,0.07,0.25,0.64,9.43,7.28,12.47,4.32,8.25,8.98,10.33,0.8,3.33,6.2,18,343.68,149.832,116.96,2471.031,3099.503
2023-12-19,184,力林,0.46,3.32,73.97,0,0.16,,9.15,5.62,10.67,5.66,8.48,9,9.84,2.9,5.75,8.9,149.6,195.04,20.376,51.44,585.757,1002.213
2023-12-20,184,力林,0,7.57,60.62,0.21,0.22,0.35,8.2,7.17,10.5,4.18,8.22,8.85,9.67,0.3,4.79,7.6,852,199.968,43.992,53.56,1620.595,2770.115
2023-12-21,184,力林,0.98,7,81.28,0.15,0.28,3.21,8.86,7.23,4.88,1.7,6.68,7.56,8.93,-1.9,0.5,2.9,1.4,184.448,21.456,6.8,898.884,1112.988
2023-12-22,184,力林,1.39,5.9,78.57,0.13,0.28,8.41,7.5,6.7,6.78,1.95,6.06,6.78,8.14,-1.7,1.02,3.5,0,6.112,67.536,64.08,419.433,557.161
2023-12-23,184,力林,0.38,2.49,71.51,0.04,0.33,6.81,8.69,7.08,13.19,2.86,5.68,6.32,7.5,-0.2,3.02,5.9,48.6,202.656,81.576,85,1433.299,1851.131
2023-12-24,184,力林,0.98,4.11,68.31,0.15,0.14,2.84,8.34,6.1,13.12,4.31,5.66,6.14,6.95,2.8,5.71,9.9,197.6,83.712,0.432,1.28,1521.525,1804.549
2023-12-25,184,力林,0.14,4.04,62.71,0.08,0.24,0.37,8.28,7.76,11.84,4.67,6.33,6.61,6.98,1.7,5.72,7.8,81.4,225.184,66.168,69.96,799.089,1241.801
2023-12-26,184,力林,,2.71,64.57,0.29,0.5,,7.62,5.77,19.29,6.76,7.05,7.21,7.29,1.2,7.85,12.2,1063,422.944,31.248,54.88,2171.644,3743.716
2023-12-27,184,力林,,2.27,70.45,0.56,0.88,,5.96,4.02,23.06,8.66,8.47,8.39,7.93,5.7,9.37,13.2,1147.4,1055.84,373.176,188.4,3400.288,6165.104
2023-12-28,184,力林,,2.63,68.26,0.5,0.89,,5.96,4.38,12,9.2,9.28,9.27,8.7,6.1,10.12,14.6,954.6,797.632,253.584,156.4,2719.797,4882.013
2023-12-29,184,力林,,3.11,69.31,0.4,0.79,,5.75,4.97,8.81,8.16,9.84,9.88,9.26,5.4,8.46,13.4,1568,771.328,350.64,188.04,3859.493,6737.501
2023-12-30,184,力林,0.52,2.71,75.29,0.5,0.87,,5.77,2.89,17.22,10.14,9.67,9.72,9.34,4.6,11.07,16.9,1454.4,1026.752,335.016,189.68,3644.716,6650.564
2023-12-31,184,力林,0.07,7.2,64.41,0.16,0.33,,7.61,6.92,9.78,8.47,10.6,10.66,10.02,7.4,10.25,14.4,222.6,176.928,36.864,54.48,1196.826,1687.698
